年度/Year,月份/Month,發電站名稱/Name of The Power Station,裝置容量(瓩)/Installed Capacity(kW),發電量(度)/Power Generation(kWh),平均單位裝置容量每日發電量/Average of Each Unit Power Generatioon Per Day,closest_station,溫度_平均,溫度_最高,溫度_最低,累積雨量,降雨日數,最大十分鐘風,最大十分鐘風向,最大瞬間風,最大瞬間風向,相對濕度_平均,相對濕度_最低,氣壓_平均,日照時數
2016,1,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,28418.0,1.41,新屋,15.7,22.4,4.2,263.4,20.0,13.1,30.0,21.2,20.0,81.0,45.0,1018.7,46.1
2016,1,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,1642.0,1.32,新屋,15.7,22.4,4.2,263.4,20.0,13.1,30.0,21.2,20.0,81.0,45.0,1018.7,46.1
2016,1,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,4805.0,1.69,臺中,16.8,27.3,4.4,204.9,18.0,6.3,10.0,16.6,350.0,79.0,33.0,1009.6,106.2
2016,1,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,5391.0,1.5,臺中,16.8,27.3,4.4,204.9,18.0,6.3,10.0,16.6,350.0,79.0,33.0,1009.6,106.2
2016,1,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,2660.0,2.05,臺中,16.8,27.3,4.4,204.9,18.0,6.3,10.0,16.6,350.0,79.0,33.0,1009.6,106.2
2016,1,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,154455.0,2.35,臺中,16.8,27.3,4.4,204.9,18.0,6.3,10.0,16.6,350.0,79.0,33.0,1009.6,106.2
2016,1,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,490214.0,2.44,臺中,16.8,27.3,4.4,204.9,18.0,6.3,10.0,16.6,350.0,79.0,33.0,1009.6,106.2
2016,1,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,6386.0,2.26,臺中,16.8,27.3,4.4,204.9,18.0,6.3,10.0,16.6,350.0,79.0,33.0,1009.6,106.2
2016,1,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,2666.0,1.43,嘉義,16.9,26.0,4.9,139.4,18.0,8.8,20.0,17.2,10.0,82.0,43.0,1016.3,90.7
2016,1,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,367955.0,2.56,高雄,19.3,27.7,7.0,179.5,12.0,7.1,360.0,16.0,340.0,76.0,53.0,1018.3,120.9
2016,1,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,126346.0,2.5,臺南,17.3,26.8,5.7,170.9,16.0,12.0,30.0,26.6,50.0,83.0,44.0,1016.5,113.8
2016,1,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,4854.0,2.61,高雄,19.3,27.7,7.0,179.5,12.0,7.1,360.0,16.0,340.0,76.0,53.0,1018.3,120.9
2016,1,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,120185.0,2.66,恆春,22.0,30.3,11.4,98.5,13.0,12.0,40.0,25.0,50.0,76.0,55.0,1016.1,116.1
2016,1,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,3986.0,1.82,澎湖,17.0,23.1,7.7,122.6,17.0,10.8,360.0,24.7,350.0,80.0,54.0,1019.4,49.3
2016,1,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,6114.0,1.28,東吉島,18.1,23.1,8.6,115.9,14.0,23.0,20.0,31.4,10.0,80.0,61.0,1014.7,68.4
2016,1,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,34445.0,2.1,金門,13.3,21.2,1.3,196.6,17.0,6.9,70.0,14.9,40.0,76.0,37.0,1019.5,80.7
2016,2,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,35842.0,1.77,新屋,14.3,27.0,5.5,82.1,16.0,14.8,40.0,22.1,50.0,77.0,36.0,1020.2,71.4
2016,2,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,1929.0,1.55,新屋,14.3,27.0,5.5,82.1,16.0,14.8,40.0,22.1,50.0,77.0,36.0,1020.2,71.4
2016,2,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,5449.0,1.91,臺中,16.4,31.4,7.5,24.2,11.0,6.7,360.0,16.5,360.0,72.0,24.0,1010.8,100.6
2016,2,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,6499.0,1.81,臺中,16.4,31.4,7.5,24.2,11.0,6.7,360.0,16.5,360.0,72.0,24.0,1010.8,100.6
2016,2,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3019.0,2.32,臺中,16.4,31.4,7.5,24.2,11.0,6.7,360.0,16.5,360.0,72.0,24.0,1010.8,100.6
2016,2,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,162792.0,2.47,臺中,16.4,31.4,7.5,24.2,11.0,6.7,360.0,16.5,360.0,72.0,24.0,1010.8,100.6
2016,2,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,528472.0,2.63,臺中,16.4,31.4,7.5,24.2,11.0,6.7,360.0,16.5,360.0,72.0,24.0,1010.8,100.6
2016,2,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,6965.0,2.47,臺中,16.4,31.4,7.5,24.2,11.0,6.7,360.0,16.5,360.0,72.0,24.0,1010.8,100.6
2016,2,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,3422.0,1.84,嘉義,16.6,31.4,7.3,12.3,9.0,9.2,10.0,15.8,10.0,76.0,31.0,1017.5,114.4
2016,2,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,478599.0,3.33,高雄,19.6,29.2,10.1,24.5,4.0,5.9,340.0,12.4,10.0,70.0,25.0,1019.6,164.6
2016,2,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,168571.0,3.34,臺南,17.4,30.7,9.0,38.0,3.0,10.8,40.0,20.2,60.0,74.0,26.0,1017.7,145.3
2016,2,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,5427.0,2.92,高雄,19.6,29.2,10.1,24.5,4.0,5.9,340.0,12.4,10.0,70.0,25.0,1019.6,164.6
2016,2,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,165213.0,3.65,恆春,21.3,29.3,14.4,2.0,2.0,12.4,50.0,25.9,50.0,70.0,42.0,1017.6,164.8
2016,2,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,5201.0,2.38,澎湖,16.6,27.1,11.1,10.6,5.0,11.1,10.0,23.1,20.0,74.0,32.0,1020.8,83.1
2016,2,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,8394.0,1.75,東吉島,17.7,26.8,12.5,38.6,7.0,20.9,30.0,28.5,10.0,76.0,36.0,1016.0,88.6
2016,2,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,43127.0,2.63,金門,12.4,22.1,5.5,41.3,10.0,8.9,70.0,19.1,70.0,70.0,28.0,1020.9,84.8
2016,3,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,43362.0,2.15,新屋,16.3,23.8,10.0,271.4,18.0,13.9,40.0,21.4,40.0,82.0,39.0,1016.1,83.7
2016,3,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,2407.0,1.93,新屋,16.3,23.8,10.0,271.4,18.0,13.9,40.0,21.4,40.0,82.0,39.0,1016.1,83.7
2016,3,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,6147.0,2.16,臺中,18.3,28.9,9.4,194.6,16.0,5.4,360.0,11.2,360.0,76.0,25.0,1007.4,109.8
2016,3,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,6962.0,1.94,臺中,18.3,28.9,9.4,194.6,16.0,5.4,360.0,11.2,360.0,76.0,25.0,1007.4,109.8
2016,3,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3070.0,2.36,臺中,18.3,28.9,9.4,194.6,16.0,5.4,360.0,11.2,360.0,76.0,25.0,1007.4,109.8
2016,3,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,162774.0,2.47,臺中,18.3,28.9,9.4,194.6,16.0,5.4,360.0,11.2,360.0,76.0,25.0,1007.4,109.8
2016,3,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,540858.0,2.69,臺中,18.3,28.9,9.4,194.6,16.0,5.4,360.0,11.2,360.0,76.0,25.0,1007.4,109.8
2016,3,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,7477.0,2.65,臺中,18.3,28.9,9.4,194.6,16.0,5.4,360.0,11.2,360.0,76.0,25.0,1007.4,109.8
2016,3,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,3241.0,1.74,嘉義,18.7,31.9,8.9,129.7,14.0,7.7,260.0,16.0,10.0,86.0,35.0,1014.0,120.1
2016,3,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,466168.0,3.24,高雄,21.6,29.7,12.8,79.0,11.0,5.8,350.0,11.8,340.0,74.0,39.0,1016.4,159.1
2016,3,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,152340.0,3.02,臺南,19.7,29.8,11.2,96.5,9.0,8.1,30.0,16.2,60.0,78.0,35.0,1014.4,134.1
2016,3,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,5917.0,3.18,高雄,21.6,29.7,12.8,79.0,11.0,5.8,350.0,11.8,340.0,74.0,39.0,1016.4,159.1
2016,3,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,155039.0,3.43,恆春,22.7,30.0,16.7,18.9,6.0,10.5,40.0,22.4,50.0,72.0,45.0,1014.6,143.5
2016,3,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,6013.0,2.75,澎湖,18.9,27.5,12.7,134.0,14.0,10.3,10.0,22.1,10.0,78.0,40.0,1016.9,122.4
2016,3,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,10787.0,2.25,東吉島,19.9,26.9,14.0,105.0,13.0,22.1,30.0,28.6,30.0,78.0,46.0,1012.5,136.9
2016,3,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,42465.0,2.59,金門,14.2,23.2,6.9,248.2,18.0,9.4,70.0,20.5,70.0,75.0,33.0,1016.7,96.4
2016,4,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,54501.0,2.7,新屋,22.6,29.5,17.1,172.6,13.0,15.0,230.0,25.4,250.0,86.0,54.0,1009.9,78.1
2016,4,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,2895.0,2.32,新屋,22.6,29.5,17.1,172.6,13.0,15.0,230.0,25.4,250.0,86.0,54.0,1009.9,78.1
2016,4,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,7967.0,2.8,臺中,24.9,33.2,17.3,183.4,10.0,5.2,10.0,13.4,320.0,77.0,44.0,1002.5,131.4
2016,4,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,9512.0,2.65,臺中,24.9,33.2,17.3,183.4,10.0,5.2,10.0,13.4,320.0,77.0,44.0,1002.5,131.4
2016,4,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3809.0,2.93,臺中,24.9,33.2,17.3,183.4,10.0,5.2,10.0,13.4,320.0,77.0,44.0,1002.5,131.4
2016,4,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,196821.0,2.99,臺中,24.9,33.2,17.3,183.4,10.0,5.2,10.0,13.4,320.0,77.0,44.0,1002.5,131.4
2016,4,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,638786.0,3.18,臺中,24.9,33.2,17.3,183.4,10.0,5.2,10.0,13.4,320.0,77.0,44.0,1002.5,131.4
2016,4,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,8866.0,3.14,臺中,24.9,33.2,17.3,183.4,10.0,5.2,10.0,13.4,320.0,77.0,44.0,1002.5,131.4
2016,4,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,4249.0,2.28,嘉義,25.4,33.8,18.3,193.5,10.0,8.6,10.0,13.9,10.0,84.0,46.0,1009.1,165.5
2016,4,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,573206.0,3.99,高雄,26.9,33.0,21.8,182.5,8.0,7.2,170.0,18.4,260.0,77.0,57.0,1011.8,222.1
2016,4,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,205959.0,4.08,臺南,26.3,32.5,19.3,146.0,8.0,8.3,220.0,14.2,230.0,77.0,47.0,1009.7,196.1
2016,4,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7396.0,3.97,高雄,26.9,33.0,21.8,182.5,8.0,7.2,170.0,18.4,260.0,77.0,57.0,1011.8,222.1
2016,4,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,174955.0,3.87,恆春,27.0,33.3,21.0,64.1,8.0,9.2,40.0,18.8,50.0,78.0,50.0,1010.2,226.1
2016,4,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,7553.0,3.45,澎湖,24.5,31.5,20.2,252.8,10.0,10.6,290.0,17.9,290.0,84.0,52.0,1011.5,153.2
2016,4,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,13850.0,2.89,東吉島,24.9,29.4,21.2,278.4,9.0,14.6,320.0,24.6,220.0,84.0,60.0,1007.8,178.0
2016,4,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,41406.0,2.53,金門,19.7,26.0,13.6,274.6,16.0,7.6,80.0,14.5,70.0,82.0,48.0,1009.9,75.1
2016,5,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,72106.0,3.57,新屋,26.2,32.0,18.2,83.6,9.0,14.2,40.0,22.4,30.0,84.0,61.0,1007.9,161.1
2016,5,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,3948.0,3.16,新屋,26.2,32.0,18.2,83.6,9.0,14.2,40.0,22.4,30.0,84.0,61.0,1007.9,161.1
2016,5,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,10158.0,3.57,臺中,27.6,35.6,19.8,100.3,8.0,5.0,170.0,10.2,240.0,75.0,49.0,1000.8,159.8
2016,5,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,10503.0,2.93,臺中,27.6,35.6,19.8,100.3,8.0,5.0,170.0,10.2,240.0,75.0,49.0,1000.8,159.8
2016,5,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,4283.0,3.3,臺中,27.6,35.6,19.8,100.3,8.0,5.0,170.0,10.2,240.0,75.0,49.0,1000.8,159.8
2016,5,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,255847.0,3.89,臺中,27.6,35.6,19.8,100.3,8.0,5.0,170.0,10.2,240.0,75.0,49.0,1000.8,159.8
2016,5,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,809137.0,4.02,臺中,27.6,35.6,19.8,100.3,8.0,5.0,170.0,10.2,240.0,75.0,49.0,1000.8,159.8
2016,5,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,10419.0,3.69,臺中,27.6,35.6,19.8,100.3,8.0,5.0,170.0,10.2,240.0,75.0,49.0,1000.8,159.8
2016,5,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,5209.0,2.8,嘉義,27.9,37.2,19.7,33.5,10.0,8.2,250.0,13.8,240.0,80.0,47.0,1007.3,213.5
2016,5,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,629290.0,4.38,高雄,28.9,33.6,24.8,97.5,7.0,6.9,170.0,11.0,180.0,76.0,58.0,1009.9,246.5
2016,5,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,224320.0,4.45,臺南,28.4,34.7,21.3,87.3,8.0,8.9,230.0,13.7,230.0,76.0,51.0,1007.8,234.6
2016,5,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7996.0,4.3,高雄,28.9,33.6,24.8,97.5,7.0,6.9,170.0,11.0,180.0,76.0,58.0,1009.9,246.5
2016,5,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,193842.0,4.29,恆春,28.8,34.7,23.8,75.0,10.0,9.7,50.0,20.0,40.0,78.0,51.0,1008.4,242.5
2016,5,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,9012.0,4.12,澎湖,27.1,32.6,21.4,95.3,8.0,9.1,10.0,21.0,360.0,83.0,61.0,1009.7,216.5
2016,6,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,15294.0,3.19,東吉島,28.6,33.6,23.7,95.6,12.0,13.4,220.0,19.7,250.0,85.0,68.0,1004.6,256.3
2016,6,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,54701.0,3.34,金門,27.9,34.3,22.8,55.0,7.0,10.0,250.0,15.8,240.0,85.0,66.0,1005.1,192.1
2016,6,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,82819.0,4.1,新屋,28.7,34.4,24.3,476.1,11.0,15.5,230.0,25.0,230.0,83.0,63.0,1005.7,228.6
2016,6,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,4679.0,3.75,新屋,28.7,34.4,24.3,476.1,11.0,15.5,230.0,25.0,230.0,83.0,63.0,1005.7,228.6
2016,6,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,10465.0,3.68,臺中,28.8,35.5,23.9,230.9,17.0,5.0,200.0,14.0,180.0,77.0,51.0,999.4,181.9
2016,6,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,11524.0,3.21,臺中,28.8,35.5,23.9,230.9,17.0,5.0,200.0,14.0,180.0,77.0,51.0,999.4,181.9
2016,6,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,4519.0,3.48,臺中,28.8,35.5,23.9,230.9,17.0,5.0,200.0,14.0,180.0,77.0,51.0,999.4,181.9
2016,6,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,256324.0,3.89,臺中,28.8,35.5,23.9,230.9,17.0,5.0,200.0,14.0,180.0,77.0,51.0,999.4,181.9
2016,6,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,820239.0,4.08,臺中,28.8,35.5,23.9,230.9,17.0,5.0,200.0,14.0,180.0,77.0,51.0,999.4,181.9
2016,6,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,10174.0,3.6,臺中,28.8,35.5,23.9,230.9,17.0,5.0,200.0,14.0,180.0,77.0,51.0,999.4,181.9
2016,6,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,4989.0,2.68,嘉義,29.1,36.8,23.9,262.5,19.0,8.9,260.0,14.9,240.0,80.0,52.0,1005.9,213.5
2016,6,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,613456.0,4.27,高雄,29.7,34.8,24.6,383.0,13.0,7.7,190.0,13.4,190.0,79.0,62.0,1008.8,255.8
2016,6,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,206572.0,4.09,臺南,29.4,35.1,24.0,376.5,15.0,10.9,210.0,17.2,200.0,79.0,56.0,1006.6,231.6
2016,6,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7174.0,3.86,高雄,29.7,34.8,24.6,383.0,13.0,7.7,190.0,13.4,190.0,79.0,62.0,1008.8,255.8
2016,6,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,190836.0,4.22,恆春,29.6,34.7,24.3,368.5,16.0,7.2,70.0,19.5,290.0,84.0,56.0,1007.3,224.7
2016,6,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,9000.0,4.11,澎湖,28.9,34.8,24.6,94.8,7.0,7.7,180.0,14.3,250.0,83.0,63.0,1008.1,258.3
2016,6,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,15689.0,3.27,東吉島,28.6,33.6,23.7,95.6,12.0,13.4,220.0,19.7,250.0,85.0,68.0,1004.6,256.3
2016,6,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,53452.0,3.27,金門,27.9,34.3,22.8,55.0,7.0,10.0,250.0,15.8,240.0,85.0,66.0,1005.1,192.1
2016,7,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,101279.0,5.02,新屋,29.6,35.2,25.4,17.6,4.0,14.8,40.0,23.9,20.0,79.0,57.0,1004.5,299.7
2016,7,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,5365.0,4.3,新屋,29.6,35.2,25.4,17.6,4.0,14.8,40.0,23.9,20.0,79.0,57.0,1004.5,299.7
2016,7,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,12177.0,4.28,臺中,29.4,36.2,23.5,166.7,14.0,5.6,190.0,12.6,240.0,73.0,45.0,997.7,222.1
2016,7,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,13630.0,3.8,臺中,29.4,36.2,23.5,166.7,14.0,5.6,190.0,12.6,240.0,73.0,45.0,997.7,222.1
2016,7,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,5228.0,4.02,臺中,29.4,36.2,23.5,166.7,14.0,5.6,190.0,12.6,240.0,73.0,45.0,997.7,222.1
2016,7,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,300183.0,4.56,臺中,29.4,36.2,23.5,166.7,14.0,5.6,190.0,12.6,240.0,73.0,45.0,997.7,222.1
2016,7,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,957133.0,4.76,臺中,29.4,36.2,23.5,166.7,14.0,5.6,190.0,12.6,240.0,73.0,45.0,997.7,222.1
2016,7,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,11696.0,4.14,臺中,29.4,36.2,23.5,166.7,14.0,5.6,190.0,12.6,240.0,73.0,45.0,997.7,222.1
2016,7,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,5502.0,2.96,嘉義,29.5,36.7,24.3,208.7,16.0,9.7,50.0,20.3,290.0,77.0,49.0,1004.1,232.1
2016,7,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,631460.0,4.39,高雄,30.2,35.1,25.4,315.0,10.0,15.8,320.0,34.3,340.0,77.0,57.0,1007.1,252.2
2016,7,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,221991.0,4.4,臺南,29.9,35.0,24.7,374.0,9.0,13.9,10.0,27.0,40.0,75.0,50.0,1004.8,246.1
2016,7,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7850.0,4.22,高雄,30.2,35.1,25.4,315.0,10.0,15.8,320.0,34.3,340.0,77.0,57.0,1007.1,252.2
2016,7,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,196822.0,4.35,恆春,30.0,35.1,25.4,383.8,15.0,11.6,50.0,26.1,280.0,80.0,56.0,1005.6,239.6
2016,7,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,10049.0,4.59,澎湖,29.3,34.9,24.3,215.5,11.0,13.3,340.0,26.1,340.0,82.0,57.0,1006.5,288.8
2016,7,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,16758.0,3.5,東吉島,29.3,33.9,24.4,369.4,8.0,25.4,360.0,35.3,350.0,82.0,64.0,1002.5,279.5
2016,7,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,58671.0,3.58,金門,28.9,36.3,25.0,137.0,6.0,11.4,280.0,16.5,360.0,82.0,52.0,1004.0,270.1
2016,8,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,91065.0,4.51,新屋,29.1,38.7,23.7,88.0,9.0,11.3,50.0,18.0,50.0,79.0,41.0,1001.7,220.2
2016,8,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,4760.0,3.81,新屋,29.1,38.7,23.7,88.0,9.0,11.3,50.0,18.0,50.0,79.0,41.0,1001.7,220.2
2016,8,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,10600.0,3.72,臺中,28.9,35.0,23.9,184.6,15.0,4.5,180.0,10.8,340.0,77.0,48.0,994.5,152.4
2016,8,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,10094.0,2.81,臺中,28.9,35.0,23.9,184.6,15.0,4.5,180.0,10.8,340.0,77.0,48.0,994.5,152.4
2016,8,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,4333.0,3.34,臺中,28.9,35.0,23.9,184.6,15.0,4.5,180.0,10.8,340.0,77.0,48.0,994.5,152.4
2016,8,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,266741.0,4.05,臺中,28.9,35.0,23.9,184.6,15.0,4.5,180.0,10.8,340.0,77.0,48.0,994.5,152.4
2016,8,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,839858.0,4.18,臺中,28.9,35.0,23.9,184.6,15.0,4.5,180.0,10.8,340.0,77.0,48.0,994.5,152.4
2016,8,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,10536.0,3.73,臺中,28.9,35.0,23.9,184.6,15.0,4.5,180.0,10.8,340.0,77.0,48.0,994.5,152.4
2016,8,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,4727.0,2.54,嘉義,29.0,36.2,23.7,189.4,18.0,8.7,30.0,13.2,240.0,81.0,49.0,1000.9,179.8
2016,8,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,599392.0,4.17,高雄,29.4,34.2,24.8,427.0,16.0,7.8,160.0,16.6,170.0,79.0,56.0,1003.8,206.6
2016,8,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,211809.0,4.2,臺南,29.3,34.5,24.3,91.5,14.0,9.0,210.0,15.6,190.0,77.0,51.0,1001.6,187.5
2016,8,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7480.0,4.02,高雄,29.4,34.2,24.8,427.0,16.0,7.8,160.0,16.6,170.0,79.0,56.0,1003.8,206.6
2016,8,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,161103.0,3.56,恆春,28.8,34.5,24.6,548.5,13.0,9.9,40.0,24.4,50.0,82.0,54.0,1002.3,176.3
2016,8,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,8745.0,4.0,澎湖,28.8,34.1,24.6,168.8,8.0,8.8,150.0,17.1,140.0,82.0,49.0,1003.2,212.7
2016,8,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,14296.0,2.98,東吉島,28.4,32.8,23.1,101.0,9.0,19.0,160.0,27.1,150.0,84.0,56.0,999.5,218.1
2016,8,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,56181.0,3.43,金門,28.6,35.0,24.7,73.5,7.0,6.5,100.0,13.9,90.0,84.0,40.0,1001.4,176.3
