年度/Year,月份/Month,發電站名稱/Name of The Power Station,裝置容量(瓩)/Installed Capacity(kW),發電量(度)/Power Generation(kWh),平均單位裝置容量每日發電量/Average of Each Unit Power Generatioon Per Day,closest_station,溫度_平均,溫度_最高,溫度_最高日期,溫度_最低,溫度_最低日期,累積雨量,降雨日數,最大十分鐘風,最大十分鐘風速日期,最大十分鐘風向,最大瞬間風,最大瞬間風日期,最大瞬間風向,相對濕度_平均,相對濕度_最低,相對濕度_最低日期,氣壓_平均,日照時數
2016,1,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,28418.0,1.41,新屋,15.7,22.4,2016-01-10,4.2,2016-01-24,263.4,20.0,13.1,2016-01-23,30.0,21.2,2016-01-23,20.0,81.0,45.0,2016-01-26,1018.7,46.1
2016,1,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,1642.0,1.32,新屋,15.7,22.4,2016-01-10,4.2,2016-01-24,263.4,20.0,13.1,2016-01-23,30.0,21.2,2016-01-23,20.0,81.0,45.0,2016-01-26,1018.7,46.1
2016,1,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,4805.0,1.69,臺中,16.8,27.3,2016-01-05,4.4,2016-01-25,204.9,18.0,6.3,2016-01-24,10.0,16.6,2016-01-24,350.0,79.0,33.0,2016-01-26,1009.6,106.2
2016,1,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,5391.0,1.5,臺中,16.8,27.3,2016-01-05,4.4,2016-01-25,204.9,18.0,6.3,2016-01-24,10.0,16.6,2016-01-24,350.0,79.0,33.0,2016-01-26,1009.6,106.2
2016,1,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,2660.0,2.05,臺中,16.8,27.3,2016-01-05,4.4,2016-01-25,204.9,18.0,6.3,2016-01-24,10.0,16.6,2016-01-24,350.0,79.0,33.0,2016-01-26,1009.6,106.2
2016,1,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,154455.0,2.35,臺中,16.8,27.3,2016-01-05,4.4,2016-01-25,204.9,18.0,6.3,2016-01-24,10.0,16.6,2016-01-24,350.0,79.0,33.0,2016-01-26,1009.6,106.2
2016,1,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,490214.0,2.44,臺中,16.8,27.3,2016-01-05,4.4,2016-01-25,204.9,18.0,6.3,2016-01-24,10.0,16.6,2016-01-24,350.0,79.0,33.0,2016-01-26,1009.6,106.2
2016,1,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,6386.0,2.26,臺中,16.8,27.3,2016-01-05,4.4,2016-01-25,204.9,18.0,6.3,2016-01-24,10.0,16.6,2016-01-24,350.0,79.0,33.0,2016-01-26,1009.6,106.2
2016,1,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,2666.0,1.43,嘉義,16.9,26.0,2016-01-04,4.9,2016-01-24,139.4,18.0,8.8,2016-01-24,20.0,17.2,2016-01-24,10.0,82.0,43.0,2016-01-26,1016.3,90.7
2016,1,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,367955.0,2.56,高雄,19.3,27.7,2016-01-06,7.0,2016-01-25,179.5,12.0,7.1,2016-01-24,360.0,16.0,2016-01-24,340.0,76.0,53.0,2016-01-25,1018.3,120.9
2016,1,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,126346.0,2.5,臺南,17.3,26.8,2016-01-05,5.7,2016-01-24,170.9,16.0,12.0,2016-01-24,30.0,26.6,2016-01-24,50.0,83.0,44.0,2016-01-26,1016.5,113.8
2016,1,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,4854.0,2.61,高雄,19.3,27.7,2016-01-06,7.0,2016-01-25,179.5,12.0,7.1,2016-01-24,360.0,16.0,2016-01-24,340.0,76.0,53.0,2016-01-25,1018.3,120.9
2016,1,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,120185.0,2.66,恆春,22.0,30.3,2016-01-05,11.4,2016-01-25,98.5,13.0,12.0,2016-01-01,40.0,25.0,2016-01-01,50.0,76.0,55.0,2016-01-15,1016.1,116.1
2016,1,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,3986.0,1.82,澎湖,17.0,23.1,2016-01-05,7.7,2016-01-24,122.6,17.0,10.8,2016-01-24,360.0,24.7,2016-01-24,350.0,80.0,54.0,2016-01-24,1019.4,49.3
2016,1,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,6114.0,1.28,東吉島,18.1,23.1,2016-01-05,8.6,2016-01-24,115.9,14.0,23.0,2016-01-24,20.0,31.4,2016-01-24,10.0,80.0,61.0,2016-01-24,1014.7,68.4
2016,1,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,34445.0,2.1,金門,13.3,21.2,2016-01-04,1.3,2016-01-25,196.6,17.0,6.9,2016-01-30,70.0,14.9,2016-01-20,40.0,76.0,37.0,2016-01-25,1019.5,80.7
2016,2,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,35842.0,1.77,新屋,14.3,27.0,2016-02-13,5.5,2016-02-08,82.1,16.0,14.8,2016-02-29,40.0,22.1,2016-02-29,50.0,77.0,36.0,2016-02-08,1020.2,71.4
2016,2,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,1929.0,1.55,新屋,14.3,27.0,2016-02-13,5.5,2016-02-08,82.1,16.0,14.8,2016-02-29,40.0,22.1,2016-02-29,50.0,77.0,36.0,2016-02-08,1020.2,71.4
2016,2,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,5449.0,1.91,臺中,16.4,31.4,2016-02-13,7.5,2016-02-08,24.2,11.0,6.7,2016-02-06,360.0,16.5,2016-02-06,360.0,72.0,24.0,2016-02-08,1010.8,100.6
2016,2,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,6499.0,1.81,臺中,16.4,31.4,2016-02-13,7.5,2016-02-08,24.2,11.0,6.7,2016-02-06,360.0,16.5,2016-02-06,360.0,72.0,24.0,2016-02-08,1010.8,100.6
2016,2,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3019.0,2.32,臺中,16.4,31.4,2016-02-13,7.5,2016-02-08,24.2,11.0,6.7,2016-02-06,360.0,16.5,2016-02-06,360.0,72.0,24.0,2016-02-08,1010.8,100.6
2016,2,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,162792.0,2.47,臺中,16.4,31.4,2016-02-13,7.5,2016-02-08,24.2,11.0,6.7,2016-02-06,360.0,16.5,2016-02-06,360.0,72.0,24.0,2016-02-08,1010.8,100.6
2016,2,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,528472.0,2.63,臺中,16.4,31.4,2016-02-13,7.5,2016-02-08,24.2,11.0,6.7,2016-02-06,360.0,16.5,2016-02-06,360.0,72.0,24.0,2016-02-08,1010.8,100.6
2016,2,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,6965.0,2.47,臺中,16.4,31.4,2016-02-13,7.5,2016-02-08,24.2,11.0,6.7,2016-02-06,360.0,16.5,2016-02-06,360.0,72.0,24.0,2016-02-08,1010.8,100.6
2016,2,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,3422.0,1.84,嘉義,16.6,31.4,2016-02-13,7.3,2016-02-09,12.3,9.0,9.2,2016-02-05,10.0,15.8,2016-02-05,10.0,76.0,31.0,2016-02-08,1017.5,114.4
2016,2,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,478599.0,3.33,高雄,19.6,29.2,2016-02-14,10.1,2016-02-07,24.5,4.0,5.9,2016-02-05,340.0,12.4,2016-02-06,10.0,70.0,25.0,2016-02-10,1019.6,164.6
2016,2,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,168571.0,3.34,臺南,17.4,30.7,2016-02-13,9.0,2016-02-07,38.0,3.0,10.8,2016-02-06,40.0,20.2,2016-02-05,60.0,74.0,26.0,2016-02-08,1017.7,145.3
2016,2,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,5427.0,2.92,高雄,19.6,29.2,2016-02-14,10.1,2016-02-07,24.5,4.0,5.9,2016-02-05,340.0,12.4,2016-02-06,10.0,70.0,25.0,2016-02-10,1019.6,164.6
2016,2,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,165213.0,3.65,恆春,21.3,29.3,2016-02-14,14.4,2016-02-08,2.0,2.0,12.4,2016-02-24,50.0,25.9,2016-02-24,50.0,70.0,42.0,2016-02-08,1017.6,164.8
2016,2,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,5201.0,2.38,澎湖,16.6,27.1,2016-02-13,11.1,2016-02-09,10.6,5.0,11.1,2016-02-15,10.0,23.1,2016-02-15,20.0,74.0,32.0,2016-02-08,1020.8,83.1
2016,2,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,8394.0,1.75,東吉島,17.7,26.8,2016-02-14,12.5,2016-02-07,38.6,7.0,20.9,2016-02-01,30.0,28.5,2016-02-01,10.0,76.0,36.0,2016-02-08,1016.0,88.6
2016,2,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,43127.0,2.63,金門,12.4,22.1,2016-02-28,5.5,2016-02-08,41.3,10.0,8.9,2016-02-29,70.0,19.1,2016-02-14,70.0,70.0,28.0,2016-02-08,1020.9,84.8
2016,3,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,43362.0,2.15,新屋,16.3,23.8,2016-03-08,10.0,2016-03-26,271.4,18.0,13.9,2016-03-09,40.0,21.4,2016-03-09,40.0,82.0,39.0,2016-03-28,1016.1,83.7
2016,3,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,2407.0,1.93,新屋,16.3,23.8,2016-03-08,10.0,2016-03-26,271.4,18.0,13.9,2016-03-09,40.0,21.4,2016-03-09,40.0,82.0,39.0,2016-03-28,1016.1,83.7
2016,3,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,6147.0,2.16,臺中,18.3,28.9,2016-03-18,9.4,2016-03-28,194.6,16.0,5.4,2016-03-14,360.0,11.2,2016-03-10,360.0,76.0,25.0,2016-03-28,1007.4,109.8
2016,3,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,6962.0,1.94,臺中,18.3,28.9,2016-03-18,9.4,2016-03-28,194.6,16.0,5.4,2016-03-14,360.0,11.2,2016-03-10,360.0,76.0,25.0,2016-03-28,1007.4,109.8
2016,3,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3070.0,2.36,臺中,18.3,28.9,2016-03-18,9.4,2016-03-28,194.6,16.0,5.4,2016-03-14,360.0,11.2,2016-03-10,360.0,76.0,25.0,2016-03-28,1007.4,109.8
2016,3,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,162774.0,2.47,臺中,18.3,28.9,2016-03-18,9.4,2016-03-28,194.6,16.0,5.4,2016-03-14,360.0,11.2,2016-03-10,360.0,76.0,25.0,2016-03-28,1007.4,109.8
2016,3,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,540858.0,2.69,臺中,18.3,28.9,2016-03-18,9.4,2016-03-28,194.6,16.0,5.4,2016-03-14,360.0,11.2,2016-03-10,360.0,76.0,25.0,2016-03-28,1007.4,109.8
2016,3,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,7477.0,2.65,臺中,18.3,28.9,2016-03-18,9.4,2016-03-28,194.6,16.0,5.4,2016-03-14,360.0,11.2,2016-03-10,360.0,76.0,25.0,2016-03-28,1007.4,109.8
2016,3,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,3241.0,1.74,嘉義,18.7,31.9,2016-03-18,8.9,2016-03-28,129.7,14.0,7.7,2016-03-18,260.0,16.0,2016-03-13,10.0,86.0,35.0,2016-03-28,1014.0,120.1
2016,3,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,466168.0,3.24,高雄,21.6,29.7,2016-03-19,12.8,2016-03-26,79.0,11.0,5.8,2016-03-27,350.0,11.8,2016-03-27,340.0,74.0,39.0,2016-03-27,1016.4,159.1
2016,3,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,152340.0,3.02,臺南,19.7,29.8,2016-03-18,11.2,2016-03-11,96.5,9.0,8.1,2016-03-27,30.0,16.2,2016-03-10,60.0,78.0,35.0,2016-03-28,1014.4,134.1
2016,3,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,5917.0,3.18,高雄,21.6,29.7,2016-03-19,12.8,2016-03-26,79.0,11.0,5.8,2016-03-27,350.0,11.8,2016-03-27,340.0,74.0,39.0,2016-03-27,1016.4,159.1
2016,3,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,155039.0,3.43,恆春,22.7,30.0,2016-03-19,16.7,2016-03-25,18.9,6.0,10.5,2016-03-24,40.0,22.4,2016-03-14,50.0,72.0,45.0,2016-03-02,1014.6,143.5
2016,3,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,6013.0,2.75,澎湖,18.9,27.5,2016-03-18,12.7,2016-03-11,134.0,14.0,10.3,2016-03-14,10.0,22.1,2016-03-24,10.0,78.0,40.0,2016-03-28,1016.9,122.4
2016,3,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,10787.0,2.25,東吉島,19.9,26.9,2016-03-18,14.0,2016-03-10,105.0,13.0,22.1,2016-03-10,30.0,28.6,2016-03-10,30.0,78.0,46.0,2016-03-28,1012.5,136.9
2016,3,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,42465.0,2.59,金門,14.2,23.2,2016-03-05,6.9,2016-03-11,248.2,18.0,9.4,2016-03-09,70.0,20.5,2016-03-09,70.0,75.0,33.0,2016-03-28,1016.7,96.4
2016,4,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,54501.0,2.7,新屋,22.6,29.5,2016-04-27,17.1,2016-04-18,172.6,13.0,15.0,2016-04-13,230.0,25.4,2016-04-13,250.0,86.0,54.0,2016-04-29,1009.9,78.1
2016,4,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,2895.0,2.32,新屋,22.6,29.5,2016-04-27,17.1,2016-04-18,172.6,13.0,15.0,2016-04-13,230.0,25.4,2016-04-13,250.0,86.0,54.0,2016-04-29,1009.9,78.1
2016,4,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,7967.0,2.8,臺中,24.9,33.2,2016-04-21,17.3,2016-04-19,183.4,10.0,5.2,2016-04-18,10.0,13.4,2016-04-24,320.0,77.0,44.0,2016-04-29,1002.5,131.4
2016,4,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,9512.0,2.65,臺中,24.9,33.2,2016-04-21,17.3,2016-04-19,183.4,10.0,5.2,2016-04-18,10.0,13.4,2016-04-24,320.0,77.0,44.0,2016-04-29,1002.5,131.4
2016,4,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,3809.0,2.93,臺中,24.9,33.2,2016-04-21,17.3,2016-04-19,183.4,10.0,5.2,2016-04-18,10.0,13.4,2016-04-24,320.0,77.0,44.0,2016-04-29,1002.5,131.4
2016,4,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,196821.0,2.99,臺中,24.9,33.2,2016-04-21,17.3,2016-04-19,183.4,10.0,5.2,2016-04-18,10.0,13.4,2016-04-24,320.0,77.0,44.0,2016-04-29,1002.5,131.4
2016,4,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,638786.0,3.18,臺中,24.9,33.2,2016-04-21,17.3,2016-04-19,183.4,10.0,5.2,2016-04-18,10.0,13.4,2016-04-24,320.0,77.0,44.0,2016-04-29,1002.5,131.4
2016,4,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,8866.0,3.14,臺中,24.9,33.2,2016-04-21,17.3,2016-04-19,183.4,10.0,5.2,2016-04-18,10.0,13.4,2016-04-24,320.0,77.0,44.0,2016-04-29,1002.5,131.4
2016,4,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,4249.0,2.28,嘉義,25.4,33.8,2016-04-21,18.3,2016-04-19,193.5,10.0,8.6,2016-04-18,10.0,13.9,2016-04-18,10.0,84.0,46.0,2016-04-08,1009.1,165.5
2016,4,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,573206.0,3.99,高雄,26.9,33.0,2016-04-18,21.8,2016-04-19,182.5,8.0,7.2,2016-04-20,170.0,18.4,2016-04-13,260.0,77.0,57.0,2016-04-18,1011.8,222.1
2016,4,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,205959.0,4.08,臺南,26.3,32.5,2016-04-22,19.3,2016-04-19,146.0,8.0,8.3,2016-04-06,220.0,14.2,2016-04-06,230.0,77.0,47.0,2016-04-29,1009.7,196.1
2016,4,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7396.0,3.97,高雄,26.9,33.0,2016-04-18,21.8,2016-04-19,182.5,8.0,7.2,2016-04-20,170.0,18.4,2016-04-13,260.0,77.0,57.0,2016-04-18,1011.8,222.1
2016,4,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,174955.0,3.87,恆春,27.0,33.3,2016-04-24,21.0,2016-04-01,64.1,8.0,9.2,2016-04-29,40.0,18.8,2016-04-29,50.0,78.0,50.0,2016-04-05,1010.2,226.1
2016,4,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,7553.0,3.45,澎湖,24.5,31.5,2016-04-16,20.2,2016-04-11,252.8,10.0,10.6,2016-04-10,290.0,17.9,2016-04-10,290.0,84.0,52.0,2016-04-29,1011.5,153.2
2016,4,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,13850.0,2.89,東吉島,24.9,29.4,2016-04-22,21.2,2016-04-12,278.4,9.0,14.6,2016-04-10,320.0,24.6,2016-04-13,220.0,84.0,60.0,2016-04-29,1007.8,178.0
2016,4,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,41406.0,2.53,金門,19.7,26.0,2016-04-29,13.6,2016-04-19,274.6,16.0,7.6,2016-04-29,80.0,14.5,2016-04-29,70.0,82.0,48.0,2016-04-29,1009.9,75.1
2016,5,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,72106.0,3.57,新屋,26.2,32.0,2016-05-27,18.2,2016-05-17,83.6,9.0,14.2,2016-05-16,40.0,22.4,2016-05-16,30.0,84.0,61.0,2016-05-26,1007.9,161.1
2016,5,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,3948.0,3.16,新屋,26.2,32.0,2016-05-27,18.2,2016-05-17,83.6,9.0,14.2,2016-05-16,40.0,22.4,2016-05-16,30.0,84.0,61.0,2016-05-26,1007.9,161.1
2016,5,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,10158.0,3.57,臺中,27.6,35.6,2016-05-28,19.8,2016-05-17,100.3,8.0,5.0,2016-05-03,170.0,10.2,2016-05-27,240.0,75.0,49.0,2016-05-15,1000.8,159.8
2016,5,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,10503.0,2.93,臺中,27.6,35.6,2016-05-28,19.8,2016-05-17,100.3,8.0,5.0,2016-05-03,170.0,10.2,2016-05-27,240.0,75.0,49.0,2016-05-15,1000.8,159.8
2016,5,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,4283.0,3.3,臺中,27.6,35.6,2016-05-28,19.8,2016-05-17,100.3,8.0,5.0,2016-05-03,170.0,10.2,2016-05-27,240.0,75.0,49.0,2016-05-15,1000.8,159.8
2016,5,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,255847.0,3.89,臺中,27.6,35.6,2016-05-28,19.8,2016-05-17,100.3,8.0,5.0,2016-05-03,170.0,10.2,2016-05-27,240.0,75.0,49.0,2016-05-15,1000.8,159.8
2016,5,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,809137.0,4.02,臺中,27.6,35.6,2016-05-28,19.8,2016-05-17,100.3,8.0,5.0,2016-05-03,170.0,10.2,2016-05-27,240.0,75.0,49.0,2016-05-15,1000.8,159.8
2016,5,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,10419.0,3.69,臺中,27.6,35.6,2016-05-28,19.8,2016-05-17,100.3,8.0,5.0,2016-05-03,170.0,10.2,2016-05-27,240.0,75.0,49.0,2016-05-15,1000.8,159.8
2016,5,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,5209.0,2.8,嘉義,27.9,37.2,2016-05-27,19.7,2016-05-17,33.5,10.0,8.2,2016-05-09,250.0,13.8,2016-05-27,240.0,80.0,47.0,2016-05-27,1007.3,213.5
2016,5,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,629290.0,4.38,高雄,28.9,33.6,2016-05-27,24.8,2016-05-11,97.5,7.0,6.9,2016-05-09,170.0,11.0,2016-05-09,180.0,76.0,58.0,2016-05-19,1009.9,246.5
2016,5,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,224320.0,4.45,臺南,28.4,34.7,2016-05-27,21.3,2016-05-17,87.3,8.0,8.9,2016-05-09,230.0,13.7,2016-05-22,230.0,76.0,51.0,2016-05-19,1007.8,234.6
2016,5,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7996.0,4.3,高雄,28.9,33.6,2016-05-27,24.8,2016-05-11,97.5,7.0,6.9,2016-05-09,170.0,11.0,2016-05-09,180.0,76.0,58.0,2016-05-19,1009.9,246.5
2016,5,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,193842.0,4.29,恆春,28.8,34.7,2016-05-27,23.8,2016-05-11,75.0,10.0,9.7,2016-05-16,50.0,20.0,2016-05-16,40.0,78.0,51.0,2016-05-25,1008.4,242.5
2016,5,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,9012.0,4.12,澎湖,27.1,32.6,2016-05-30,21.4,2016-05-01,95.3,8.0,9.1,2016-05-16,10.0,21.0,2016-05-16,360.0,83.0,61.0,2016-05-17,1009.7,216.5
2016,6,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,15294.0,3.19,東吉島,28.6,33.6,2016-06-26,23.7,2016-06-13,95.6,12.0,13.4,2016-06-11,220.0,19.7,2016-06-12,250.0,85.0,68.0,2016-06-07,1004.6,256.3
2016,6,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,54701.0,3.34,金門,27.9,34.3,2016-06-27,22.8,2016-06-03,55.0,7.0,10.0,2016-06-04,250.0,15.8,2016-06-04,240.0,85.0,66.0,2016-06-27,1005.1,192.1
2016,6,大潭電廠太陽光電發電站/Datang Power Plant Solar Power Station,651.42,82819.0,4.1,新屋,28.7,34.4,2016-06-28,24.3,2016-06-14,476.1,11.0,15.5,2016-06-14,230.0,25.0,2016-06-14,230.0,83.0,63.0,2016-06-28,1005.7,228.6
2016,6,中大D/S太陽光電發電站/Zhongda D/S Solar Power Station,40.25,4679.0,3.75,新屋,28.7,34.4,2016-06-28,24.3,2016-06-14,476.1,11.0,15.5,2016-06-14,230.0,25.0,2016-06-14,230.0,83.0,63.0,2016-06-28,1005.7,228.6
2016,6,中部儲運中心太陽光電發電站/Central Storage and Transportation Center Solar Power Station,91.8,10465.0,3.68,臺中,28.8,35.5,2016-06-27,23.9,2016-06-13,230.9,17.0,5.0,2016-06-12,200.0,14.0,2016-06-12,180.0,77.0,51.0,2016-06-18,999.4,181.9
2016,6,東勢新伯公太陽光電發電站/Dongshi Xinbogong Solar Power Station,115.8,11524.0,3.21,臺中,28.8,35.5,2016-06-27,23.9,2016-06-13,230.9,17.0,5.0,2016-06-12,200.0,14.0,2016-06-12,180.0,77.0,51.0,2016-06-18,999.4,181.9
2016,6,卓蘭會館太陽光電發電站/Zhuolan Hostel Solar Power Station,41.9,4519.0,3.48,臺中,28.8,35.5,2016-06-27,23.9,2016-06-13,230.9,17.0,5.0,2016-06-12,200.0,14.0,2016-06-12,180.0,77.0,51.0,2016-06-18,999.4,181.9
2016,6,台中電廠太陽光電發電站/Taichung Power Plant Solar Power Station,2123.04,256324.0,3.89,臺中,28.8,35.5,2016-06-27,23.9,2016-06-13,230.9,17.0,5.0,2016-06-12,200.0,14.0,2016-06-12,180.0,77.0,51.0,2016-06-18,999.4,181.9
2016,6,台中龍井太陽光電發電站/Taichung Longjing Solar Power Station,6485.94,820239.0,4.08,臺中,28.8,35.5,2016-06-27,23.9,2016-06-13,230.9,17.0,5.0,2016-06-12,200.0,14.0,2016-06-12,180.0,77.0,51.0,2016-06-18,999.4,181.9
2016,6,后里E/S太陽光電發電站/Houli E/S Solar Power Station,91.125,10174.0,3.6,臺中,28.8,35.5,2016-06-27,23.9,2016-06-13,230.9,17.0,5.0,2016-06-12,200.0,14.0,2016-06-12,180.0,77.0,51.0,2016-06-18,999.4,181.9
2016,6,嘉義民雄太陽光電發電站/Chiayi Minxiong Solar Power Station,60.0,4989.0,2.68,嘉義,29.1,36.8,2016-06-28,23.9,2016-06-20,262.5,19.0,8.9,2016-06-25,260.0,14.9,2016-06-12,240.0,80.0,52.0,2016-06-28,1005.9,213.5
2016,6,永安鹽灘地太陽光電發電站/Yongan Salt Flats Solar Power Station,4636.8,613456.0,4.27,高雄,29.7,34.8,2016-06-27,24.6,2016-06-11,383.0,13.0,7.7,2016-06-29,190.0,13.4,2016-06-29,190.0,79.0,62.0,2016-06-19,1008.8,255.8
2016,6,興達電廠太陽光電發電站/Xingda Power Plant Solar Power Station,1627.65,206572.0,4.09,臺南,29.4,35.1,2016-06-28,24.0,2016-06-13,376.5,15.0,10.9,2016-06-28,210.0,17.2,2016-06-28,200.0,79.0,56.0,2016-06-28,1006.6,231.6
2016,6,路北E/S太陽光電發電站/Lubei E/S Solar Power Station,60.03,7174.0,3.86,高雄,29.7,34.8,2016-06-27,24.6,2016-06-11,383.0,13.0,7.7,2016-06-29,190.0,13.4,2016-06-29,190.0,79.0,62.0,2016-06-19,1008.8,255.8
2016,6,核三廠太陽光電發電站/3rd Nuclear Power Plants Solar Power Station,1458.24,190836.0,4.22,恆春,29.6,34.7,2016-06-05,24.3,2016-06-10,368.5,16.0,7.2,2016-06-27,70.0,19.5,2016-06-01,290.0,84.0,56.0,2016-06-07,1007.3,224.7
2016,6,澎湖尖山太陽光電發電站/Penghu jianshan Solar Power Station,70.61,9000.0,4.11,澎湖,28.9,34.8,2016-06-30,24.6,2016-06-10,94.8,7.0,7.7,2016-06-28,180.0,14.3,2016-06-13,250.0,83.0,63.0,2016-06-08,1008.1,258.3
2016,6,澎湖七美太陽光電發電站/Penghu Qimei Solar Power Station,154.56,15689.0,3.27,東吉島,28.6,33.6,2016-06-26,23.7,2016-06-13,95.6,12.0,13.4,2016-06-11,220.0,19.7,2016-06-12,250.0,85.0,68.0,2016-06-07,1004.6,256.3
2016,6,金門金沙太陽光電發電站/Kinmen Jinsha Solar Power Station,528.0,53452.0,3.27,金門,27.9,34.3,2016-06-27,22.8,2016-06-03,55.0,7.0,10.0,2016-06-04,250.0,15.8,2016-06-04,240.0,85.0,66.0,2016-06-27,1005.1,192.1
